"Sample","YrBP","Abies","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae","Betula","Cupressaceae","Fagaceae","Pinus","Poaceae","Polygonaceae","Pseudotsuga","Quercus","Ranunculaceae","Rhamnaceae","Rosaceae","Yucca","Acer","Caryophyllaceae","Ephedra","Eriogonum","Picea","Polemoniaceae","Salix","Sarcobatus.vermiculatus","Thalictrum","Alnus","Arceuthobium","Caprifoliaceae","Ceanothus","Corylus","Onagraceae","Phlox","Polygaceae","Rumex","Tsuga.heterophylla","Tsuga.mertensiana","Agave","Anacardaceae","Brassicaceae","Celtis","Ericaceae","Fabaceae","Fraxinus","Gentianaceae","Liliaceae","Opuntia","Prosopis","Ulmus","Galium","Populus","Spiraea","Stellaria","Micranthes","Carya","Castanea","Cyclachaena.xanthiifolia","Ilex","Iva","Leitneria.floridana","Liquidambar","Magnolia","Myrica","Nyssa","Ostrya","Plantago","Viburnum","Vitis","Potentilla","Rhododendron","Saxifragaceae","Cercocarpus","Lamiaceae","Malvaceae","Ribes","Camassia","Lysichiton","Rubiaceae","Sanguisorba","Sambucus","Taxus.brevifolia","Acacia","Acalypha","Alternanthera","Begonia","Bignoniaceae","Brosimum","Bursera","Buxus","Byrsonima","Caesalpinia","Casearia","Cassia","Cecropia","Connarus","Convolvulaceae","Croton","Dodonaea","Eugenia","Euphorbiaceae","Ficus","Gustavia","Hedyosmum","Hieronyma","Hymenaea","Inga","Iresine","Juglans","Lindernia","Machaerium","Malpighiaceae","Mandevilla","Melastomataceae","Meliaceae","Moraceae","Myrsine","Myrtaceae","Olacaceae","Oxalidaceae","Paullinia","Portulacaceae","Protium","Psychotria","Sapium","Schinus","Spermacoce","Spondias","Trema","Vitex","Zanthoxylum","Campanulaceae","Celastra","Arecaceae","Ceratiola.ericoides","Combretaceae","Rhus","Sabal","Serenoa","Taxodium","Papaver","Pedicularis"
"carp5",4000,0.0110551250125467,0.00429773588957521,NA,0.0437979739264361,0.0115047791543382,0.00758431228836051,0.00195214984157457,0.00931015347496865,NA,0.700437757256634,0.0366188385309915,NA,0.0389100359809237,0.0337983038612347,0.000179797604508249,NA,0.000420958578762324,NA,NA,0,NA,6.0935525415033e-05,0.00429789955762772,NA,0.00213035872693268,NA,0,0.041758951527312,0.00322595216181207,0,0.0019090334904374,0.012472444747668,0.000195472595652597,0,6.05969742931659e-05,0.00018169302720864,0.0329581640027835,0.000880575956670492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp6",5000,0.0106298644798949,0.00477020733262605,NA,0.0376316135430812,0.0129965527405009,0.00664889450572914,0.00161149707132103,0.00882082390342922,NA,0.731984935978076,0.0299685353704747,NA,0.0293298207823298,0.0318466753206889,0.000126575252987707,NA,0.000492126595054777,NA,NA,7.4974757955077e-07,NA,0.000188864831638404,0.00357476269675155,NA,0.00265955567977686,NA,0,0.0436314564932736,0.00372280111898642,0,0.0020033664480821,0.0110597623765654,0.000140728009556362,0,0,5.85493132363551e-05,0.0254164121736406,0.000684868250288079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp7",6000,0.0106895345128384,0.00665556197298494,NA,0.0318779407833153,0.0156511155996661,0.00589923620232655,0.00124688000921646,0.00894054211174187,NA,0.744452183047998,0.0306775429941882,NA,0.0222400846511025,0.0302171834576435,0.000594282360482262,NA,0.000572564439425504,NA,NA,4.8765501200199e-05,NA,0.000337339040242863,0.00318358004218269,NA,0.00332616777403941,NA,0,0.0470934066882446,0.00398721333479016,0,0.00225922357266121,0.0103231500105739,0.00032367255097181,0,0,0.000127305970032891,0.0187752977343876,0.000500225918656774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp8",7000,0.0109319038993603,0.00873432951834512,NA,0.0247595614833279,0.0177091705585967,0.00521939762754707,0.000986001713906697,0.00909329980970763,NA,0.754683599907712,0.0340318225646809,NA,0.0173317086899962,0.0274746332991196,0.00112554312647981,NA,0.000622618308436689,NA,NA,0.000102322112341802,NA,0.000510477984271656,0.00302455552821268,NA,0.00366118195003188,NA,0,0.0494699382925313,0.0041954596562554,0,0.00229773295187668,0.00932492399784367,0.000533294465283296,0,0,0.00020631734106092,0.0136259723037232,0.000344233411216896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp9",8000,0.0111338654760505,0.013119233183232,NA,0.015995678782619,0.0202721627268501,0.00530320201806801,0.000855537774544514,0.00855952398820061,NA,0.752412092660852,0.0431331978772298,NA,0.0140486335884665,0.0231381220466698,0.0033485066963538,NA,0.000647654593927663,NA,NA,0.000185636705506403,NA,0.00101637816961906,0.00377105675248933,NA,0.00356390387755066,NA,0,0.0537233414700131,0.00429158051609953,0,0.00234398194508463,0.0080216083365233,0.00083145614957392,0,0,0.000301709874794326,0.00971685360181431,0.000265081811954663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp10",9000,0.0114098158630103,0.0196893867219754,NA,0.012502085017178,0.0301558746344362,0.00723383719460308,0.000646861973955018,0.00749460412249468,NA,0.723931726943018,0.0607962389988293,NA,0.0114481602146125,0.0177643233219099,0.00654915062711019,NA,0.000535116668182845,NA,NA,0.000453521576998149,NA,0.00159003045766333,0.00690220783326622,NA,0.00298487702628253,NA,2.05351784040302e-05,0.0563466406897232,0.00424827021396735,4.85009483200948e-05,0.00194037910228315,0.00655955776273953,0.00126345079404497,0,0,0.000412054464188393,0.00682448129327174,0.000248310966319829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp11",10000,0.0109325736960189,0.027411073083223,NA,0.0108493940852773,0.0550387053346043,0.0134709325324543,0.000815939166923113,0.00641163567259291,NA,0.663990330680591,0.0846948401903964,NA,0.00872519584349319,0.0125612280938362,0.0107437843976763,NA,0.000414820887196499,NA,NA,0.000974683278404808,NA,0.00218742298719411,0.012190463824323,NA,0.00224662591238176,NA,0.000275803872381181,0.0591567084354819,0.00344809925490194,0.000199438235003558,0.00145711825385758,0.00480977639107926,0.00182475053607207,0,0,0.000393621477898144,0.00446518395127929,0.000309850467586152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp12",11000,0.0104655145705317,0.0321370228474702,NA,0.00766082129191929,0.0962757170935842,0.024560371334455,0.00126363316335984,0.00489472246382549,NA,0.591204021822385,0.106082625925299,NA,0.00620114332398876,0.00735202716907055,0.0140548856397276,NA,0.000250419219665836,NA,NA,0.00162700191718004,NA,0.00306617231058891,0.0222274252411287,NA,0.00135518471426666,NA,0.000588332337961713,0.0562862800347379,0.00256930363320206,0.000451944942041647,0.00089490417264649,0.00293448631833185,0.00173311579691158,0,0,0.000331961451363472,0.00303683039615616,0.000494131270318742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp13",12000,0.010061716955101,0.0357250519069038,NA,0.0054392268274132,0.140855993183029,0.0364175723973051,0.00169497817902514,0.00334636008710921,NA,0.512332974008302,0.127335432461497,NA,0.00392845000189119,0.00355668726469841,0.0169074732743877,NA,9.06701307321213e-05,NA,NA,0.00230511138516713,NA,0.00390508770746871,0.0331671821113712,NA,0.000670421811467436,NA,0.000910509528282202,0.0523752173387382,0.00161405464681967,0.000713924626530663,0.000446785205983925,0.00145392002451004,0.00150203943127204,0,0,0.00023627835802974,0.0023333344162507,0.00067354698387916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp14",13000,0.00961474102359024,0.0328851686726509,NA,0.00385005243797461,0.20069335512481,0.0471559994025074,0.00194648713832563,0.00237572509431255,NA,0.427532446031736,0.15321486511478,NA,0.00208767381076605,0.00132280926838985,0.0148292599126372,NA,0.00014233473523351,NA,NA,0.0030412738228787,NA,0.00395981267093665,0.0449820595450378,NA,0.000466815951508199,NA,0.00126839956827441,0.0423380552434005,0.000792578480827601,0.000959975412058276,3.68039287778734e-05,0.000526717503245923,0.00119361277700557,0,0,0.000427316373418416,0.00165766535023098,0.000697995735217661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp15",14000,0.00881175192929582,0.0256611287927197,NA,0.00194161757098306,0.275587771382126,0.0576834768838973,0.002179207063253,0.00226159267498983,NA,0.324967919662624,0.186475022642693,NA,0.00092301306646753,0.000215092825153404,0.0115647340882386,NA,0.00060056711613248,NA,NA,0.0035454948970355,NA,0.00399478516285895,0.0542484307220862,NA,0.000726318753849776,NA,0.00184639451757874,0.0318301576790933,0.000110728491374957,0.00112298483665,0,6.33125056932031e-05,0.000748673411052119,0,0,0.00130939561400127,0.00097481494458113,0.000605612982495273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp16",15000,0.00820797195981298,0.0174571387238317,NA,0.00100515017241232,0.332545687230393,0.0615951169922234,0.00204940012985875,0.00370428929631992,NA,0.249832489918725,0.21691117587958,NA,0.000554624535886033,0,0.00747092574441522,NA,0.00135031994550474,NA,NA,0.00352541281092621,NA,0.00421024696331594,0.0604000838321799,NA,0.00114720312121271,NA,0.00185782863419386,0.0213870262770853,0,0.00101521077778243,0,0.000102499909379564,0.000253745287757256,0,0,0.00226059207889078,0.000717213795978968,0.000438646238979321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp17",16000,0.00726807654129337,0.011701904559999,NA,0.000862776377461821,0.389950674023035,0.058783577742096,0.00160626812604442,0.00539999224523591,NA,0.186270981205298,0.240764406438925,NA,0.000392525083143821,0,0.00429784176340635,NA,0.00226732088315466,NA,NA,0.00347214957982397,NA,0.00403898614897142,0.0593972588322275,NA,0.00144762440506449,NA,0.00187669475695878,0.0148486784228828,0,0.000808990683837913,0,0.000194062348399732,0.000166141400329207,0,0,0.00336131611227049,0.000550614083894985,0.000271138607414041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp18",17000,0.0059366174839332,0.0058764582194528,NA,0.000688914770152029,0.452149428184042,0.0549977371732053,0.0011939348364127,0.00684729208054181,NA,0.124934173448306,0.260142873905824,NA,0.000245038789896662,0,0.00131618499472233,NA,0.00344665118773719,NA,NA,0.00326166197249449,NA,0.00371457100496308,0.0574471139930395,NA,0.00173545026558868,NA,0.00180135356564448,0.00832964493349607,0,0.000600258748093743,0,0.000268869346639473,7.71848416629242e-05,0,0,0.00439993493793203,0.00040758902746518,0.000181062769938626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp19",18000,0.00486190873481537,0.00316328600692435,NA,0.000788692488098147,0.492811499576783,0.0510196154984498,0.000914224166303028,0.00825905303198079,NA,0.0925271719459518,0.26529898631998,NA,0.000311083251816007,0,0.000685958151326284,NA,0.00440027670013878,NA,NA,0.00284200038442395,NA,0.00346841677612637,0.0536799787794141,NA,0.00177733987755757,NA,0.00162621626456513,0.00526357863599416,0,0.000414160370775652,0,0.000332755265731612,0,3.40631655975099e-05,0,0.00490036865927336,0.000442543078805381,0.000176823483524972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp20",19000,0.00439997298986243,0.00301260390987814,NA,0.0011047839370133,0.501740341827881,0.0470393459879928,0.000682693909670692,0.00883387758571816,NA,0.100688461867437,0.255384022148867,NA,0.000561382175422846,0,0.000978678944212352,NA,0.00473981876998276,NA,NA,0.00263939317505314,NA,0.00315935139781773,0.052006581256233,NA,0.00154298100631016,NA,0.00118405545197899,0.00451260666016821,0,0.000292783998423982,0,0.000361025122565944,0,9.20533259378311e-05,0,0.00415699745617199,0.000527108510701999,0.000359079080867182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp21",20000,0.00431955791850746,0.00309221489703915,NA,0.00130862188414055,0.504318983477793,0.0446154399042739,0.000647857100248756,0.00792505672237793,NA,0.111926853595545,0.246865479958662,NA,0.000870794809082099,0,0.00119727217868209,NA,0.00467229394522535,NA,NA,0.0026905471564131,NA,0.00283476030704694,0.0509527033279517,NA,0.00129623595841176,NA,0.000932453495092094,0.00405339358400033,0,0.000272364889407281,0,0.000274023175670988,0,0.000140529200654067,3.92634533188709e-05,0.00375027902025034,0.000477092994317815,0.000525927520547898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp22",21000,0.00436389710378,0.00319118258533477,NA,0.00141697907215691,0.497660812719812,0.0447824964834201,0.000724213571714129,0.00741984389844405,NA,0.120722546073323,0.245444361763079,NA,0.00110336612083431,0,0.00136150459325055,NA,0.00443600962000521,NA,NA,0.00275568637600246,NA,0.00259312109486062,0.0513695102267395,NA,0.00117679882898514,NA,0.000724116876722631,0.00356513762843603,0,0.000230523770389662,0,0.000255229961923239,0,0.000238838815472749,9.47208711037844e-05,0.00325674168121145,0.000439013124692171,0.000673347561456959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp23",22000,0.00469008345532702,0.00348491510444614,NA,0.0016976185647097,0.491051672107723,0.0446433945175103,0.00085465384791069,0.00708812471052052,NA,0.12866392911784,0.244472391532571,NA,0.00140568171248097,3.19103024882915e-05,0.001367248212192,NA,0.00380410617523195,NA,NA,0.00290370387382809,NA,0.00238506551714858,0.0516494820734158,NA,0.000986454378326909,NA,0.000741903135502758,0.00310012935344669,0,0.000172486671536738,0,0.000281022351668595,0,0.00045919878764406,0.000194466756756857,0.00275678999330459,0.000386277335899422,0.000727290763895473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp24",23000,0.00503798352845959,0.00377268548420862,NA,0.00192158165949866,0.486147483889834,0.0445108499120646,0.00101510091480585,0.00657286935858505,NA,0.131876564287252,0.24683802234212,NA,0.00157957249882737,0.000155096770161563,0.00139516475663684,NA,0.00304078015731908,NA,NA,0.00309007855882292,NA,0.00243062403208132,0.0509438459721453,NA,0.000916882088780951,NA,0.000863342570968086,0.00297327169938067,0,0.000166093527712237,0,0.000401131800588789,0,0.000642611208756968,0.000325596705463812,0.00227265890547717,0.000327672813924658,0.000782434762098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp25",24000,0.00507874732095115,0.00423974971161083,NA,0.00202547932802123,0.483391300255717,0.0436869065470533,0.00125548485784535,0.00608990232355535,NA,0.132814578148408,0.251636025337048,NA,0.00159505075451366,0.000279261121428602,0.00110550767525695,NA,0.00222664893588268,NA,NA,0.00302992168272908,NA,0.00256604972630543,0.0486720337877435,NA,0.0011742652204164,NA,0.00101541916067711,0.00296527453954734,0,0.000175983737779849,0,0.000530865399736584,0,0.000782894571883561,0.000499737080114689,0.00217875258913796,0.000279467057435139,0.000704693335411231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carp26",25000,0.00479286109211576,0.00451280617557971,NA,0.00216540377938375,0.487210516257345,0.04182031054169,0.00139258109200571,0.00588610823647314,NA,0.13649857984997,0.249369596104902,NA,0.00143560604279657,0.000404993815843099,0.000881492849963736,NA,0.00156738877720475,NA,NA,0.00287737362451909,NA,0.00227307847277471,0.0454418278856101,NA,0.00151790310138199,NA,0.00121329963184808,0.00330222731422044,0,0.000197701954729538,0,0.000699459967961903,0,0.000982684228758738,0.000639285038304851,0.00190363638229751,0.000287386032082914,0.000725891952940584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
